순번,판례ID,제목,법원,사건유형,판결유형,선고일자
20324,83283,양도소득세부과처분취소,대법원,대법원,세무,2004.05.28
20325,83276,의약품제조허가취소처분등취소,대법원,대법원,일반행정,2004.05.28
20326,83289,재물손괴,대법원,대법원,형사,2004.05.28
20327,83275,전부금,대법원,대법원,민사,2004.05.28
20328,83274,제3자이의,대법원,대법원,민사,2004.05.28
20329,83291,증권거래법위반·특정경제범죄가중처벌등에관한법률위반(사기),대법원,대법원,형사,2004.05.28
20330,67260,특정범죄가중처벌등에관한법률위반(뇌물)[인정된 죄명 : 뇌물수수 (예비적 죄명 : 업        무상횡령)]·뇌물수수 (인정된 죄명 : 사기)·사기·도박,대법원,대법원,형사,2004.05.28
20331,67259,특정범죄가중처벌등에관한법률위반(조세)·사기·석유사업법위반,대법원,대법원,형사,2004.05.28
20332,83279,폐기물처리사업계획서신청서류반려처분취소,대법원,대법원,일반행정,2004.05.28
20333,67258,횡령,대법원,대법원,형사,2004.05.28
20334,83266,배당이의,대법원,대법원,민사,2004.05.27
20335,83281,부가가치세환급거부처분취소,대법원,대법원,세무,2004.05.27
20336,83287,사기,대법원,대법원,형사,2004.05.27
20337,227909,성폭력범죄의처벌및피해자보호등에관한법률위반(장애인에대한준강간등),대법원,대법원,형사,2004.05.27
20338,83267,손해배상(기),대법원,대법원,민사,2004.05.27
20339,219981,업무상횡령,대법원,대법원,형사,2004.05.27
20340,83282,자산재평가세부과처분취소,대법원,대법원,세무,2004.05.27
20341,191913,직무유기·직권남용권리행사방해,대법원,대법원,형사,2004.05.27
20342,68302,추가경정예산안삭감조정재의결무효확인의소개선명령처분무효확인,대법원,대법원,일반행정,2004.05.27
20343,83293,부동산낙찰허가,대법원,대법원,민사,2004.05.17
20344,67267,집행정지,대법원,대법원,일반행정,2004.05.17
20345,83257,관세세액경정처분취소,대법원,대법원,세무,2004.05.14
20346,83254,국가유공자유족비대상결정처분취소,대법원,대법원,일반행정,2004.05.14
20347,83263,도시계획법위반,대법원,대법원,형사,2004.05.14
20348,83507,등록무효(상),대법원,대법원,특허,2004.05.14
20349,83258,등록무효(상),대법원,대법원,특허,2004.05.14
20350,83265,마약류관리에관한법률위반(향정),대법원,대법원,형사,2004.05.14
20351,209829,부가가치세등부과처분취소,대법원,대법원,일반행정,2004.05.14
20352,83256,부가가치세부과처분취소,대법원,대법원,세무,2004.05.14
20353,209705,분양대금,대법원,대법원,민사,2004.05.14
20354,67250,사행행위등규제및처벌특례법위반,대법원,대법원,형사,2004.05.14
20355,83244,상표권등침해금지청구의소,대법원,대법원,민사,2004.05.14
20356,83248,소유권이전등기,대법원,대법원,민사,2004.05.14
20357,83251,소유권이전등기말소회복등기등,대법원,대법원,민사,2004.05.14
20358,209785,손해배상,대법원,대법원,민사,2004.05.14
20359,83249,손해배상(기),대법원,대법원,민사,2004.05.14
20360,83246,손해배상(기),대법원,대법원,민사,2004.05.14
20361,83250,손해배상(기),대법원,대법원,민사,2004.05.14
20362,83247,손해배상(기),대법원,대법원,민사,2004.05.14
20363,67256,약사법위반,대법원,대법원,형사,2004.05.14
20364,83253,어업권이전인가무효처분취소,대법원,대법원,일반행정,2004.05.14
20365,127087,위조외국통화취득,대법원,대법원,형사,2004.05.14
20366,83243,임금,대법원,대법원,민사,2004.05.14
20367,83245,임금등,대법원,대법원,민사,2004.05.14
20368,191912,증거인멸·산업안전보건법위반,대법원,대법원,형사,2004.05.14
20369,83255,증여세부과처분취소,대법원,대법원,세무,2004.05.14
20370,209707,청구이의,대법원,대법원,민사,2004.05.14
20371,67248,특정경제범죄가중처벌등에관한법률위반(배임)·사문서위조·위조사문서행사·공정증서원본불실기재·불실기재공정증서원본행사·특정경제범죄가중처벌등에관한법률위반(사기),대법원,대법원,형사,2004.05.14
20372,67252,폭력행위등처벌에관한법률위반,대법원,대법원,형사,2004.05.14
20373,67251,폭력행위등처벌에관한법률위반(일부 인정된 죄명 : 폭행·공갈),대법원,대법원,형사,2004.05.14
20374,67249,폭력행위등처벌에관한법률위반·출판물에의한명예훼손,대법원,대법원,형사,2004.05.14
20375,83240,가처분이의,대법원,대법원,민사,2004.05.13
20376,83261,건축법위반·주차장법위반,대법원,대법원,형사,2004.05.13
20377,83241,대여금,대법원,대법원,민사,2004.05.13
20378,209891,등록무효(상),대법원,대법원,특허,2004.05.13
20379,83239,손해배상(기),대법원,대법원,민사,2004.05.13
20380,68282,손해배상(자),대법원,대법원,민사,2004.05.13
20381,83242,통행권확인등,대법원,대법원,민사,2004.05.13
20382,83260,특정경제범죄가중처벌등에관한법률위반(배임)(피고인 1에 대하여 일부 및 피고인 2에 대하여 인정된 죄명 : 업무상배임)·특정경제범죄가중처벌등에관한법률위반(횡령)·주식회사의외부감사에관한법률위반·조세범처벌법위반·뇌물공여·근로기준법위반,대법원,대법원,형사,2004.05.13
20383,83262,특정경제범죄가중처벌등에관한법률위반(횡령)·사기·업무상배임·업무상횡령·무고·공정증서원본불실기재·불실기재공정증서원본행사·사문서위조·위조사문서행사,대법원,대법원,형사,2004.05.13
20384,209709,집행정지,대법원,대법원,일반행정,2004.05.12
20385,83292,화의개시,대법원,대법원,민사,2004.05.12
20386,209797,회사정리,대법원,대법원,민사,2004.05.12
20387,83231,거절사정(특),대법원,대법원,특허,2004.04.28
20388,67397,경비반환,대법원,대법원,민사,2004.04.28
20389,67399,구상금,대법원,대법원,민사,2004.04.28
20390,126740,도시계획시설변경입안의제안거부처분취소,대법원,대법원,일반행정,2004.04.28
20391,83252,법원사무관등의처분에대한이의,대법원,대법원,가사,2004.04.28
20392,67400,손해배상(기),대법원,대법원,민사,2004.04.28
20393,127022,손해배상(기),대법원,대법원,민사,2004.04.28
20394,67398,손해배상(기),대법원,대법원,민사,2004.04.28
20395,67401,손해배상(기),대법원,대법원,민사,2004.04.28
20396,67403,손해배상(자),대법원,대법원,민사,2004.04.28
20397,83218,약정금,대법원,대법원,민사,2004.04.28
20398,67402,예금,대법원,대법원,민사,2004.04.28
20399,83220,예수금등반환,대법원,대법원,민사,2004.04.28
20400,83219,유류오염손해보상금,대법원,대법원,민사,2004.04.28
20401,67418,윤락행위등방지법위반·청소년보호법위반,대법원,대법원,형사,2004.04.28
20402,83229,취득세등부과처분취소,대법원,대법원,세무,2004.04.28
20403,67413,취득세등부과처분취소,대법원,대법원,세무,2004.04.28
20404,67419,특정경제범죄가중처벌등에관한법률위반(사기)·특정경제범죄가중처벌등에관한법률위반(배임)·유가증권위조·위조유가증권행사·사문서위조·위조사문서행사·상호신용금고법위반,대법원,대법원,형사,2004.04.28
20405,83215,가등기말소,대법원,대법원,민사,2004.04.27
20406,67412,경정거부처분취소,대법원,대법원,세무,2004.04.27
20407,209169,공직선거및선거부정방지법위반·집회및시위에관한법률위반,대법원,대법원,형사,2004.04.27
20408,83227,관세과오납금환급거부처분취소,대법원,대법원,세무,2004.04.27
20409,83225,광역교통시설부담금부과처분취소,대법원,대법원,일반행정,2004.04.27
20410,83230,권리범위확인(의),대법원,대법원,특허,2004.04.27
20411,67414,등록무효(상),대법원,대법원,특허,2004.04.27
20412,67396,매매대금,대법원,대법원,민사,2004.04.27
20413,67407,명예퇴직수당반납처분  취소,대법원,대법원,일반행정,2004.04.27
20414,126651,문화재보호구역지정해제거부처분취소,대법원,대법원,일반행정,2004.04.27
20415,83212,보험금,대법원,대법원,민사,2004.04.27
20416,127021,부당이득금,대법원,대법원,민사,2004.04.27
20417,67409,부당이득금납부고지처분취소,대법원,대법원,일반행정,2004.04.27
20418,67411,상속세등부과처분취소,대법원,대법원,세무,2004.04.27
20419,67408,수용재결취소및손실보상금청구,대법원,대법원,일반행정,2004.04.27
20420,67417,업무상배임,대법원,대법원,형사,2004.04.27
20421,83213,온천공파이프등인도,대법원,대법원,민사,2004.04.27
20422,67410,전역처분취소,대법원,대법원,일반행정,2004.04.27
20423,83237,정치자금에관한법률위반·국가공무원법위반·특정범죄가중처벌등에관한법률위반(알선수재)·배임증재,대법원,대법원,형사,2004.04.27
20424,83228,종합소득세등부과처분취소,대법원,대법원,세무,2004.04.27
20425,83217,종헌결의무효확인,대법원,대법원,민사,2004.04.27
20426,83214,주주총회결의취소,대법원,대법원,민사,2004.04.27
20427,67406,경고처분취소,대법원,대법원,일반행정,2004.04.23
20428,83235,공직선거및선거부정방지법위반,대법원,대법원,형사,2004.04.23
20429,83234,도로교통법위반(음주운전),대법원,대법원,형사,2004.04.23
20430,83209,마주등록취소무효확인등,대법원,대법원,민사,2004.04.23
20431,67395,보험금,대법원,대법원,민사,2004.04.23
20432,83211,소유권이전등기등,대법원,대법원,민사,2004.04.23
20433,67404,시정조치명령등취소,대법원,대법원,일반행정,2004.04.23
20434,83210,예금반환,대법원,대법원,민사,2004.04.23
20435,133579,외국환관리법위반·상습도박,대법원,대법원,형사,2004.04.23
20436,83233,자동차손해배상보장법위반,대법원,대법원,형사,2004.04.23
20437,67405,조례안재의결무효확인,대법원,대법원,일반행정,2004.04.23
20438,67415,청소년보호법위반,대법원,대법원,형사,2004.04.23
20439,83208,추심금,대법원,대법원,민사,2004.04.23
20440,67416,폭력행위등처벌에관한법률위반(단체등의구성·활동)·폭력행위등처벌에관한법률위반·범인도피,대법원,대법원,형사,2004.04.23
20441,126172,교수재임용거부처분취소,대법원,대법원,일반행정,2004.04.22
20442,127086,지목변경신청반려처분취소청구각하취소,대법원,대법원,일반행정,2004.04.22
20443,190062,근로기준법위반,대법원,대법원,형사,2004.04.16
20444,83206,마약류관리에관한법률위반(향정)(일부 인정된 죄명 : 마약류불법거래방지에관한특례법위반),대법원,대법원,형사,2004.04.16
20445,83189,배당이의,대법원,대법원,민사,2004.04.16
20446,67242,성폭력범죄의처벌및피해자보호등에관한법률위반(업무상위력등에의한추행),대법원,대법원,형사,2004.04.16
20447,83188,용역비,대법원,대법원,민사,2004.04.16
20448,83207,장물취득,대법원,대법원,형사,2004.04.16
20449,209791,증여세부과처분취소,대법원,대법원,세무,2004.04.16
20450,83192,채무부존재확인,대법원,대법원,일반행정,2004.04.16
20451,83191,해양심판재결취소,대법원,대법원,일반행정,2004.04.16
20452,83259,위헌제청신청,대법원,대법원,형사,2004.04.13
20453,83238,파산선고불허가에대한재항고,대법원,대법원,민사,2004.04.13
20454,209855,이송에대한즉시항고,대법원,대법원,일반행정,2004.04.10
20455,209875,가처분이의,대법원,대법원,민사,2004.04.09
20456,67239,공직선거및선거부정방지법위반,대법원,대법원,형사,2004.04.09
20457,209753,관세등부과처분취소,대법원,대법원,세무,2004.04.09
20458,67236,법인세등부과처분취소,대법원,대법원,세무,2004.04.09
20459,83196,법인세부과처분취소,대법원,대법원,세무,2004.04.09
20460,83197,부가가치세부과처분취소,대법원,대법원,세무,2004.04.09
20461,83187,부당이득금반환,대법원,대법원,민사,2004.04.09
20462,83201,사기,대법원,대법원,형사,2004.04.09
20463,83193,상속세부과처분취소,대법원,대법원,세무,2004.04.09
20464,83184,소유권말소등기등,대법원,대법원,민사,2004.04.09
20465,83186,소유권이전등기,대법원,대법원,민사,2004.04.09
20466,83183,손해배상금,대법원,대법원,민사,2004.04.09
20467,209711,손해배상(기),대법원,대법원,민사,2004.04.09
